YEAR,MO,DY,T2M,T2MDEW,TS,T2M_MAX,T2M_MIN,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RAIN
2002,8,25,26.95,25.51,26.85,29.12,25.07,20.39,4.5,100.74,2.89,214.62,4.75,214.81,YES
2002,8,26,27.63,25.68,27.47,30.33,25.43,20.63,2.12,100.63,2.74,247.12,4.45,247.69,YES
2002,8,27,28.4,25.51,28.26,31.19,25.46,20.51,3.86,100.39,1.14,149.62,1.95,148.75,YES
2002,8,28,27.93,25.74,27.9,30.9,25.68,20.75,3.71,100.34,2.65,153.69,4.02,153.19,YES
2002,8,29,26.55,25.21,26.52,28.46,24.87,20.08,2.16,100.48,3.7,126.94,5.61,127.19,YES
2002,8,30,27.28,25.72,27.23,29.81,25.55,20.75,8.1,100.41,4.48,134.88,6.55,135.38,YES
2002,8,31,27.33,25.83,27.29,29.98,25.65,20.87,7.5,100.32,3.65,133.12,5.52,133.25,YES
2002,9,1,26.9,25.3,26.8,29.46,25.22,20.2,4.07,100.43,3.66,142.75,5.54,142.94,YES
2002,9,2,27.19,25.76,27.01,29.44,25.58,20.75,4.35,100.59,3.05,171.88,4.95,172.31,YES
2002,9,3,27,25.57,26.92,29.31,25.19,20.51,6.37,100.59,2.66,210.12,4.32,210.31,YES
2002,9,4,27.31,25.44,27.41,30.76,24.44,20.39,16.17,100.41,2.5,188.12,3.95,188.25,YES
2002,9,5,27.08,25,27.22,29.86,24.85,19.84,5.7,100.35,2.36,148.44,3.63,148.62,YES
2002,9,6,26.58,24.89,26.62,29.4,24.89,19.71,8.01,100.3,2.13,129.19,3.2,129.5,YES
2002,9,7,26.98,24.99,27.09,30.08,24.37,19.9,3.07,100.12,3.64,101.75,5.41,102.25,YES
2002,9,8,27.86,25.95,27.8,30.53,25.84,21.12,5.01,99.95,2.95,115.44,4.23,116.25,YES
2002,9,9,27.57,25.93,27.57,30.42,25.64,21.12,5.95,99.88,2.31,135.69,3.68,136.88,YES
2002,9,10,26.94,26.01,26.76,28.55,25.88,21.24,19.38,99.88,4.34,109.5,6.29,110.5,YES
2002,9,11,26.76,25.87,26.52,28.4,25.66,20.94,15.18,100.25,4.63,138.56,6.83,139.19,YES
2002,9,12,26.85,25.37,26.62,28.96,25.49,20.26,4.35,100.59,3.05,158.06,5.17,158.69,YES
2002,9,13,27.75,25.26,27.88,31.37,24.97,20.08,0.82,100.74,2.66,177.75,4.39,178.06,YES
2002,9,14,27.41,24.96,27.6,31.29,24.26,19.71,0.98,100.75,2.96,193.44,4.77,193.75,YES
2002,9,15,26.82,25.49,26.65,29.15,24.69,20.39,5.83,100.69,3.54,184.44,5.66,184.88,YES
2002,9,16,27.87,24.97,27.63,31.35,25.33,19.78,6.91,100.66,1.77,254.75,3.11,256.56,YES
2002,9,17,28.87,24.44,28.59,32.72,24.64,19.17,1.25,100.53,1.26,188.25,1.9,187.56,YES
2002,9,18,28.06,24.76,27.8,31.11,24.88,19.53,0.08,100.62,2.09,185,2.93,185.06,YES
2002,9,19,27.44,25.09,27.33,30.58,24.59,19.9,0.16,100.69,2.69,258.38,4.29,258.5,YES
2002,9,20,27.33,25.44,27.19,30.32,24.54,20.39,14.36,100.66,1.97,113.75,3.07,99.19,YES
2002,9,21,26.93,25.56,26.77,29.31,25.3,20.51,4.91,100.6,2.46,83.44,3.79,83.69,YES
2002,9,22,26.76,25.62,26.63,29.01,25.16,20.57,5.51,100.52,3.14,79.94,5.08,80.88,YES
2002,9,23,26.89,26.02,26.71,28.58,25.73,21.12,12.67,100.36,3.87,111,5.95,111.56,YES
2002,9,24,27.1,26,26.91,29.15,25.75,21.12,13.19,100.15,5.13,119.38,7.44,120.25,YES
2002,9,25,27.67,26.15,27.42,30.42,25.66,21.3,3.94,100.31,5.05,162.69,7.34,163.5,YES
2002,9,26,26.98,25.44,26.82,29.19,25.16,20.39,6.87,100.48,2.68,133,3.99,133.5,YES
2002,9,27,26.83,25.1,26.91,29.73,24.61,19.96,18.8,100.53,2.25,126.75,3.58,126.75,YES
2002,9,28,27.66,25.79,27.7,31.07,25.08,20.75,13.11,100.63,2.98,166.12,4.68,166.38,YES
2002,9,29,27.3,25.26,27.25,30.28,25.31,20.08,2.74,100.77,3.51,192,5.62,192.38,YES
2002,9,30,27.87,25.61,27.9,31.39,24.94,20.51,0.02,100.74,2.8,203.75,4.62,204.44,YES
2002,10,1,27.8,25.04,27.83,31.26,25.01,19.84,1.39,100.86,2.31,234.44,3.88,235.44,YES
2002,10,2,27.92,25.15,28.12,31.94,24.46,19.96,11.1,100.82,1.93,219.12,3.39,220.06,YES
2002,10,3,27.72,24.87,27.55,31.04,25.08,19.65,5.84,100.72,1.69,257.44,2.69,257.69,YES
2002,10,4,26.45,21.58,26.15,31.15,21.62,16.05,0,100.77,1.44,282.94,2.09,284,NO
2002,10,5,27.08,21.92,26.57,31.29,22.03,16.42,0,100.85,1.23,207.62,1.73,222.5,NO
2002,10,6,27.9,24.43,27.96,32,23.76,19.1,0,100.94,1.41,152.44,2.14,153.56,NO
2002,10,7,28.11,24.94,28.08,31.63,24.58,19.65,0.47,100.98,1.8,63.88,2.79,64.31,YES
2002,10,8,27.69,24.95,27.37,30.57,25.24,19.65,4.62,101.05,1.61,121.12,2.41,121.38,YES
2002,10,9,27.08,24.59,26.94,30.28,24.74,19.23,1.7,101.15,1.63,133.75,2.58,134.31,YES
2002,10,10,26.95,24.04,27.05,30.65,24.29,18.55,0.25,101.23,1.78,152.81,2.62,153.12,YES
2002,10,11,27.02,23.51,27.33,31.37,23.31,18.07,0.47,100.99,1.5,234.81,2.47,234.25,YES
2002,10,12,26.65,23.48,26.85,30.3,23.07,18.07,11.07,100.81,1.59,161.19,2.35,161.56,YES
2002,10,13,25.57,23.33,25.33,28.33,23.56,17.88,6.26,100.87,2.66,67.06,3.96,68.25,YES
2002,10,14,24.3,22.92,24.36,26.07,22.41,17.46,1.42,100.68,5.5,57.81,7.6,59.12,YES
2002,10,15,25.43,23.58,25.46,29.05,22.69,18.19,0.35,100.67,4.77,36.75,6.96,38.06,YES
2002,10,16,25.61,22.8,25.73,29.87,21.15,17.33,0,100.91,2.52,154.25,3.75,154.75,NO
2002,10,17,26.45,23.28,26.35,29.97,23.15,17.82,0.96,100.85,1.22,84.25,1.79,83.88,YES
2002,10,18,26.22,24.91,26.06,28.88,24.26,19.71,28.92,100.52,3.6,176.38,5.74,176.69,YES
2002,10,19,24.8,22.98,24.9,27.72,22.05,17.58,6.14,100.54,3.95,300.69,5.91,300.94,YES
2002,10,20,24.76,20.87,24.57,29.48,20.68,15.38,0,100.9,2.2,346.44,3.38,346.94,NO
2002,10,21,24.77,18.65,23.8,29.62,19.9,13.37,0,101.01,1.19,247.5,1.71,247.75,NO
2002,10,22,24.65,18.67,23.56,28.76,19.9,13.37,0,101,0.9,168.56,1.19,167.56,NO
2002,10,23,25.41,19.9,24.3,28.93,20.74,14.53,0,100.96,1.3,75.81,1.65,75.62,NO
2002,10,24,25.54,21.06,24.99,28.98,22.13,15.5,0,101.02,1.2,35.88,1.59,35.94,NO
2002,10,25,24.63,21.37,24.64,29.01,21.13,15.81,0,101.14,2.24,128.06,3.35,128.25,NO
2002,10,26,23.53,20.23,23.4,28.87,19.05,14.71,0,101.16,2.8,188.06,4.31,188.19,NO
2002,10,27,22.26,18.19,22.05,28.06,17.69,13,0,100.99,2.69,329.75,4.09,329.75,NO
2002,10,28,21.65,15.96,20.87,27.4,15.98,11.29,0,100.88,2.02,305.12,2.98,304.94,NO
2002,10,29,22.15,15.6,20.56,27.25,17.03,11.05,0,100.98,1.76,295.56,2.3,295.56,NO
2002,10,30,21.76,16.05,20.51,26.73,16.51,11.29,0,101.18,1.72,27.88,2.28,27.5,NO
2002,10,31,22.09,17.47,21.12,27.15,16.52,12.39,0,101.28,1.74,186.12,2.34,186.31,NO
2002,11,1,22.58,19.46,22.38,27.3,18.26,14.04,0,101.26,2.18,47.5,3.15,47.75,NO
2002,11,2,22.82,19.97,22.56,27.47,18.64,14.47,0,101.29,2.33,95.19,3.35,80.38,NO
2002,11,3,23.1,19.83,22.78,28.19,18.43,14.34,0,101.35,2.46,167.25,3.52,137.69,NO
2002,11,4,23.01,19.67,22.83,28.58,18.18,14.22,0,101.36,2.65,167.62,4.01,168.19,NO
2002,11,5,23.23,19.95,23.26,28.69,18.32,14.47,0,101.29,2.56,261.88,3.98,262.62,NO
2002,11,6,23.25,19.96,23.08,28.13,18.73,14.53,0,101.31,2.7,81.06,4.18,81.56,NO
2002,11,7,23.66,20.05,23.07,27.77,19.9,14.53,0,101.45,2.17,87.56,3.23,88,NO
2002,11,8,23.48,19.58,23.08,28.67,18.72,14.1,0,101.39,2.57,169.25,3.84,169.5,NO
2002,11,9,22.71,19.08,22.7,28.15,17.62,13.67,0,101.32,2.59,140.69,4.09,126.25,NO
2002,11,10,22.84,19.87,22.94,27.6,18.63,14.4,0,101.21,2.6,112.5,4.24,113.25,NO
2002,11,11,21.48,19.94,21.55,23.95,19.69,14.47,2.34,101.13,2.88,39.44,4.5,40,YES
2002,11,12,21.16,20.35,21.05,22.65,19.9,14.89,61.13,100.65,6.88,119.69,9.37,120.88,YES
2002,11,13,22.3,19.5,22.15,27.17,18.86,14.1,0.64,100.83,3.78,324.75,5.36,325.25,YES
2002,11,14,21.35,16.86,20.59,26.86,16.65,11.9,0,101.01,2.75,315.94,3.98,316.06,NO
2002,11,15,19.96,14.83,19.11,26.64,14.03,10.44,0,101.2,2.54,328.12,3.68,328.19,NO
2002,11,16,19.55,14.47,18.63,26.19,13.43,10.19,0,101.26,2.58,338.5,3.7,338.75,NO
2002,11,17,19.33,14.87,18.7,26.01,13.08,10.5,0,101.3,2.76,336.06,4.02,336.44,NO
2002,11,18,19.59,15.53,19.04,25.85,13.98,10.99,0,101.27,2.66,330.94,3.93,331.25,NO
2002,11,19,20.63,15.19,19.21,26.03,15.69,10.68,0,101.23,1.69,290.25,2.27,290.38,NO
2002,11,20,20.93,14.57,19.04,26.6,14.8,10.31,0,101.25,1.53,288.38,2.05,288.31,NO
2002,11,21,20.45,14.98,19.23,26.93,14.72,10.56,0,101.38,2.47,261.12,3.52,261.56,NO
2002,11,22,20.19,16.44,19.76,25.72,14.34,11.6,0,101.22,2.34,335.69,3.28,335.94,NO
2002,11,23,20.87,16.88,20.43,26.41,14.8,11.9,0,101.17,2.2,290.62,3.09,291.19,NO
2002,11,24,21.42,17.95,20.94,26.8,15.66,12.82,0,101.06,2.5,280.19,3.67,280.62,NO
2002,11,25,22.08,18.43,21.43,27.68,16.4,13.18,0,100.95,2.37,207.25,3.42,207.56,NO
2002,11,26,21.48,17.35,20.59,27.16,16.31,12.33,0,101.09,2.36,322.56,3.36,322.88,NO
2002,11,27,19.81,15.53,19.21,26.45,14.19,10.99,0,101.24,3.02,275.44,4.75,260.81,NO
2002,11,28,19.63,16.73,19.58,26.11,14.5,11.84,0,101.33,3.41,274.88,5.55,275.56,NO
2002,11,29,19.62,16.15,19.26,26.07,14.27,11.35,0,101.37,3.05,336.75,4.77,337.19,NO
2002,11,30,19.58,14.45,18.68,26.41,13.37,10.19,0,101.29,2.62,323.5,3.91,323.81,NO
2002,12,1,19.91,13.06,18.07,26.27,12.89,9.34,0,101.25,1.75,305.25,2.42,304.94,NO
2002,12,2,18.58,12.24,17.2,25.58,12.61,8.79,0,101.41,2.43,330.69,3.46,330.56,NO
2002,12,3,17.86,11.94,16.73,25.18,11.08,8.67,0,101.48,2.55,340.94,3.75,341.25,NO
2002,12,4,18.53,11.66,16.69,25.03,13.07,8.48,0,101.48,2.05,325,2.83,325.31,NO
2002,12,5,18.8,11.08,16.44,24.55,12.69,8.18,0,101.46,1.43,304.81,1.91,305.25,NO
2002,12,6,19.03,11.98,16.79,24.91,12.44,8.67,0,101.49,1.59,318.81,2.12,318.75,NO
2002,12,7,18.26,11.78,16.44,25,11.28,8.54,0.13,101.53,2.09,331.69,2.91,331.88,YES
2002,12,8,17.1,11.09,16,24.57,10.62,8.18,0,101.55,2.65,336.06,3.98,336.31,NO
2002,12,9,16.48,9.94,15.33,24.33,9.86,7.57,0,101.62,2.91,333.38,4.38,333.56,NO
2002,12,10,17.19,9.84,15.57,24.61,10.25,7.51,0,101.57,2.59,323.5,3.77,323.38,NO
2002,12,11,16.58,9.69,15.05,24.19,9.26,7.45,0,101.69,2.57,334.62,3.69,334.81,NO
2002,12,12,17,11.98,16.2,24.24,10.49,8.67,0,101.84,2.55,323,3.74,308.5,NO
2002,12,13,17.4,12.76,16.73,24.5,10.9,9.09,0,101.85,2.66,339.12,3.87,339.62,NO
2002,12,14,17.42,12.51,16.55,24.35,11.07,8.91,0,101.74,2.78,340.25,3.98,340.5,NO
2002,12,15,17.47,12.12,16.51,24.51,10.87,8.73,0,101.61,2.39,333.19,3.41,333.44,NO
2002,12,16,17.87,12.39,16.93,24.89,11.21,8.91,0,101.54,2.41,319.12,3.48,319.19,NO
2002,12,17,18.54,13.13,17.24,24.77,11.63,9.34,0,101.4,1.83,300.69,2.62,300.75,NO
2002,12,18,19.04,13.66,17.44,25.61,12.58,9.7,0,101.28,1.81,278.25,2.48,278,NO
2002,12,19,19.77,15.48,18.48,26.69,13.01,10.93,0,101.12,2.13,250.31,3.02,249.94,NO
2002,12,20,20.3,16.15,19.23,27.64,14.4,11.41,0,101,2.45,294.38,3.52,293.94,NO
2002,12,21,19.79,12.77,18.31,27.12,12.9,9.16,0,101.15,2.12,315.81,3.05,315.88,NO
2002,12,22,18.56,11.69,17.41,26.08,13.12,8.48,0,101.35,2.61,227,3.73,227.25,NO
2002,12,23,17.33,10.99,16.19,24.66,10.76,8.12,0,101.44,2.54,203.56,3.62,218.69,NO
2002,12,24,18.39,12.1,16.68,24.92,11.8,8.73,0,101.38,1.53,131.25,2.04,131.38,NO
2002,12,25,19.27,14.35,18.17,24.92,14.11,10.19,0.15,101.35,1.47,168.06,1.98,179.56,YES
2002,12,26,19.9,15.08,19.1,25.26,15.72,10.62,0,101.43,2.05,261,2.8,261,NO
2002,12,27,17.57,11.55,16.84,24.34,12.5,8.42,0,101.37,2.45,245.69,3.48,260.69,NO
2002,12,28,16.76,10.09,15.83,23.85,10.32,7.63,0,101.44,2.55,284.88,3.59,284.81,NO
2002,12,29,16.19,9.63,15.15,23.28,10.8,7.39,0,101.56,2.33,280.31,3.24,280.25,NO
2002,12,30,15.78,8.23,14.49,22.85,10.1,6.71,0,101.64,2.35,218.62,3.24,218.88,NO
2002,12,31,16.48,7.89,14.87,23.37,9.3,6.59,0,101.37,1.34,110.06,1.86,110.62,NO
2003,1,1,14.62,11.23,14.28,19.27,11.4,8.24,0.02,101.51,3,87.56,4.35,88,YES
2003,1,2,15.41,11.22,15.47,23.19,9.09,8.18,0,101.81,3.45,279.31,5.42,264.88,NO
2003,1,3,16.3,11.08,16.17,24.56,9.08,8.12,0,101.73,2.91,316.94,4.61,317.75,NO
2003,1,4,16.71,10.44,16.3,24.62,10.3,7.81,0,101.58,3.2,321.62,4.82,321.75,NO
2003,1,5,15.06,8.42,14.59,21.96,9.66,6.77,0,101.72,3.38,322.12,5.06,322.06,NO
2003,1,6,14.73,8.62,14.51,22.69,8,6.9,0,101.82,2.83,328.06,4.22,328.69,NO
2003,1,7,14.8,8.01,14.37,22.88,7.97,6.59,0,101.73,2.8,339.69,4.2,340.12,NO
2003,1,8,14.53,7.4,14.01,22.5,7.48,6.35,0,101.66,2.7,303.81,3.9,303.94,NO
2003,1,9,13.33,6.08,12.98,21.48,6.77,5.8,0,101.83,3.2,192.25,4.78,192.75,NO
2003,1,10,13.22,5.64,12.75,21.54,6.33,5.62,0,101.81,2.64,243.12,3.94,229,NO
2003,1,11,13.74,4.65,12.83,21.43,7.35,5.25,0,101.81,2.84,270.44,4.08,270.81,NO
2003,1,12,13.87,5.23,12.87,21.39,7.65,5.49,0,101.85,2.67,203.69,3.88,204.38,NO
2003,1,13,14.35,5.44,13.77,22.15,8.01,5.55,0,101.8,2.98,241.75,4.35,242.38,NO
2003,1,14,14.05,4.58,13.62,23.02,8.61,5.25,0,101.81,3.43,329.94,5.34,330.12,NO
2003,1,15,12.96,3.51,12.6,22.81,4.85,4.88,0,101.91,3.59,278.06,5.47,263.62,NO
2003,1,16,13.97,5.1,13.54,23.62,6.22,5.43,0,101.81,3.21,275.38,4.94,276.06,NO
2003,1,17,14.69,5.99,13.91,23.91,6.73,5.74,0,101.84,3.12,261.31,4.51,216.88,NO
2003,1,18,15.37,5.85,14.6,24.98,7.33,5.68,0,101.88,3.11,315.69,4.55,316.38,NO
2003,1,19,16.08,5.65,15.03,25.62,7.62,5.68,0,101.73,2.88,307.88,4.17,308.56,NO
2003,1,20,16.45,6.09,14.9,24.73,7.51,5.8,0,101.6,2.28,316.38,3.3,315.69,NO
2003,1,21,16.14,6.33,14.68,24.25,8.19,5.92,0,101.49,2.38,316.25,3.27,315.81,NO
2003,1,22,15.44,3.43,13.69,23.68,6.23,4.82,0,101.37,2.59,313,3.55,313.06,NO
2003,1,23,16.91,5.28,14.85,25.35,8.51,5.62,0,101.16,1.77,267.12,2.39,267.44,NO
2003,1,24,17.9,9.99,16.51,26.22,10.91,7.69,0,101.03,2.3,267.31,3.17,266.94,NO
2003,1,25,17.69,8.15,16.93,26.61,10.61,6.71,0,101.28,2.18,151.62,3.16,151.94,NO
2003,1,26,18.41,9.16,17.59,25.99,11.58,7.2,0,101.41,2.23,173.12,3.07,173.12,NO
2003,1,27,19.82,9.17,18.34,27.22,12.45,7.2,0,101.45,2,229.56,2.69,229.81,NO
2003,1,28,19.9,9.28,18.61,27.8,12.95,7.26,0,101.43,1.57,147.19,2.14,148.88,NO
2003,1,29,19.57,10.51,19.31,28.07,12.12,7.87,0.01,101.43,2.59,131.12,4.02,131.44,YES
2003,1,30,20.19,13.17,20.19,26.98,14.34,9.34,0.01,101.41,1.59,162.19,2.4,163.69,YES
2003,1,31,21.75,15.48,21.8,28.86,15.8,10.93,0,101.47,1.66,149.69,2.48,149.69,NO
2003,2,1,22.98,17.89,22.93,29.93,17.51,12.7,0.33,101.58,2.41,159.19,3.32,159.5,YES
2003,2,2,22.47,15.13,23.03,30.42,15.41,10.62,0.24,101.73,3.05,124.12,4.93,125.12,YES
2003,2,3,22.76,15.4,23.18,30.54,15.95,10.8,0.02,101.56,3.26,227.44,4.86,227.94,YES
2003,2,4,23.27,15.31,23.96,31.34,16.19,10.74,0.11,101.48,2.98,136.06,4.87,121.62,YES
2003,2,5,21.47,14.84,21.84,26.78,16.76,10.44,0.13,101.57,3.34,192.94,4.97,193.25,YES
2003,2,6,22.46,14.1,22.99,28.94,16.41,9.95,0,101.48,2.05,306.38,3.05,305.81,NO
2003,2,7,22.31,13.28,22.4,28.97,15.79,9.46,0,101.27,1.36,258.69,1.83,258.12,NO
2003,2,8,22.38,16.01,22.83,29.87,16.67,11.29,0.06,101.1,2.75,214.12,4.09,214.12,YES
2003,2,9,23.03,17.45,23.58,29.86,17.4,12.39,0.46,101.06,2.75,208.69,4.09,208.25,YES
2003,2,10,23.12,15.99,23.69,29.75,16.51,11.29,0.01,101.23,1.76,298.5,2.45,298.81,YES
2003,2,11,23.45,13.87,24.04,30.86,16.12,9.83,0.26,101.24,1.72,211.06,2.44,182.81,YES
2003,2,12,23.9,14.81,24.19,30.73,18.08,10.44,0.72,101.16,1.92,253.19,2.6,253.25,YES
2003,2,13,23.27,16.01,23.44,29.4,17.31,11.29,4.77,101.13,1.89,183,2.6,183.88,YES
2003,2,14,21.91,10.45,21.58,29.02,16.25,8,0.61,101.24,2.35,263.75,3.35,264.31,YES
2003,2,15,21.87,9.58,21.61,29.51,15.09,7.39,0,101.46,1.68,201.56,2.24,215.5,NO
2003,2,16,22.21,11.24,22.12,29.66,14.17,8.3,0.03,101.47,1.62,156.88,2.18,157.62,YES
2003,2,17,22.98,11.4,22.66,30.35,15.83,8.42,0,101.42,1.55,210.31,2.05,209.81,NO
2003,2,18,23.9,11.74,24.01,32.06,16.04,8.54,0.04,101.37,1.69,171.06,2.45,171.88,YES
2003,2,19,24.75,14.42,24.44,31.53,18.94,10.25,0.2,101.24,1.45,242.56,1.8,241.62,YES
2003,2,20,24.45,14.99,24.95,31.58,17.58,10.56,0.36,101.24,2.13,172.56,3.01,173.12,YES
2003,2,21,23.64,12.15,24.21,30.83,17.38,8.97,0.01,101.34,3.02,316.69,4.24,316.38,YES
2003,2,22,20.73,7,21.48,29.89,12.2,6.16,0,101.47,3.2,288.94,4.64,289,NO
2003,2,23,22.14,6.87,21.92,30.3,13.73,6.16,0,101.34,2.69,225.88,3.7,226.31,NO
2003,2,24,23.34,9.52,23.19,31.26,15,7.45,0,101.21,2.01,272.12,2.67,272.56,NO
2003,2,25,24.18,13.01,24.67,32.79,16.13,9.52,0,101.06,2.62,263.75,3.75,263.75,NO
2003,2,26,25.15,13.33,25.23,32.84,17.87,9.95,0,101.06,2.44,286.94,3.42,287.44,NO
2003,2,27,25.77,13.12,25.84,33.83,17.3,9.52,0.07,101.16,1.92,255.12,2.55,254.62,YES
2003,2,28,26.01,12.32,26.02,33.55,18.33,9.16,0,101.18,2.02,291.38,2.67,291.94,NO
2003,3,1,26.67,15.4,27.46,34.95,18.96,10.99,0.01,101.01,2.8,245.69,4.12,246.06,YES
2003,3,2,28.19,16.98,29.07,36.2,20.87,12.27,0,100.87,2.3,255.94,3.43,257.19,NO
2003,3,3,28.33,16.02,29.24,37.73,20.54,11.78,0.07,100.78,3.26,227.38,5.09,228.12,YES
2003,3,4,28.11,14.68,29.12,37.29,21.03,11.05,0,100.61,3.74,296.62,5.79,296.81,NO
2003,3,5,23.31,-0.81,23.35,31.69,15.09,3.6,0,100.92,3.64,301.62,5.02,301.44,NO
2003,3,6,22.64,0.26,22.49,31.96,12.37,3.91,0,101.15,2.59,284.19,3.58,284.12,NO
2003,3,7,22.82,1.07,22.51,32,12.83,4.09,0,101.13,2.84,288.81,3.86,289,NO
2003,3,8,22.86,2.75,22.76,32.24,13.8,4.64,0,101.1,2.65,264.5,3.55,264.25,NO
2003,3,9,23.65,4.13,23.84,32.7,15.55,5.07,0,101.24,1.9,207.31,2.6,208,NO
2003,3,10,24.36,7.44,25.23,33.83,16.24,6.71,0,101.13,2.4,206.19,3.65,206.44,NO
2003,3,11,24.69,18.14,25.3,29.9,19.75,13.06,1.99,101.03,4.02,205.56,6.29,205.62,YES
2003,3,12,25.4,19.57,25.7,31.16,21.18,14.16,22.86,101.12,3.88,168.19,6.08,168.56,YES
2003,3,13,24.32,20.37,24.77,28.55,21.16,14.83,23,101.39,3.48,165.25,5.13,166.69,YES
2003,3,14,24.54,20.24,25.19,30.07,19.05,14.77,15.41,101.27,3.29,194.5,4.94,195.5,YES
2003,3,15,25.82,20.12,26.24,31.54,21.23,14.71,7.74,100.98,2.11,245.94,3.29,246.56,YES
2003,3,16,25.7,18.6,25.81,31.81,20.26,13.55,3.44,100.93,2.49,226.25,3.73,226.56,YES
2003,3,17,26.26,20.62,27.01,32.44,21.59,15.2,4.79,101.13,2.05,220.94,3.55,222.69,YES
2003,3,18,26.58,19.38,27.33,32.78,21.95,14.04,0.24,101.21,1.7,138.62,2.7,121.25,YES
2003,3,19,26.17,19.19,26.88,32.82,20.23,13.85,5.76,101.12,2.54,218.62,4.02,219.19,YES
2003,3,20,25.91,18.41,26.64,32.6,20.47,13.31,3.41,100.99,2.2,254.25,3.41,254.5,YES
2003,3,21,26.84,15.26,26.5,33.58,20.57,11.23,0,101,2.59,230.31,3.81,230.25,NO
2003,3,22,26.37,11.36,25.33,33.65,18.5,8.42,0,101.17,1.73,284.75,2.22,285.81,NO
2003,3,23,26.7,16.19,26.97,33.73,20.71,11.66,0,101.16,1.6,234.31,2.48,235.75,NO
2003,3,24,27.44,19.25,28.85,34.76,20.85,13.98,0,101.01,2.06,199.62,3.64,200.62,NO
2003,3,25,28.04,20.26,29.27,35.15,21.94,14.89,0.37,100.97,2.88,207.06,4.66,208,YES
2003,3,26,28.75,20.46,29.95,35.78,23.12,15.01,0.22,101.02,3.04,215,4.71,215.88,YES
2003,3,27,28.19,20.81,29.42,35.04,23.19,15.38,4.66,101.01,3.09,207.94,4.84,209.81,YES
2003,3,28,28.52,19.3,29.63,35.94,22.36,14.1,1.74,100.87,2.05,246.44,3.44,245.94,YES
2003,3,29,28.28,20.04,29.61,35.4,22.29,14.65,0.02,100.67,3.62,208,5.36,209.06,YES
2003,3,30,27.98,22.3,28.66,33.94,23.7,16.85,14.12,100.64,4.94,193.12,6.96,194.06,YES
2003,3,31,28.88,23.11,29.51,35.49,24.49,17.76,10.32,100.48,5.27,196,7.34,197.5,YES
2003,4,1,28.8,18.49,29.48,36.14,23.42,13.92,0.08,100.49,3.3,241.69,5.1,242.5,YES
2003,4,2,28.81,20.03,29.61,36.93,22.54,15.14,0.08,100.43,4.22,212.88,6.51,214.25,YES
2003,4,3,30.05,21.64,31.19,37.84,24.3,16.54,0.03,100.46,4.16,201.62,5.98,203,YES
2003,4,4,29.15,23.23,30,34.98,24.77,17.88,0.85,100.64,4.46,171.31,6.31,171.94,YES
2003,4,5,29.04,22.63,30.28,34.92,24.49,17.21,0.48,100.73,2.43,180.75,3.63,181.75,YES
2003,4,6,30.24,21.55,31.63,37.76,23.9,16.17,0.02,100.84,1.76,236.88,2.82,236.19,YES
2003,4,7,30.64,20.73,32.23,38.65,23.57,15.38,0,101,2.46,236.25,3.98,238.56,NO
2003,4,8,30.99,18.42,32.08,39.19,23.78,13.79,0,100.85,2.7,247.62,4.25,248.56,NO
2003,4,9,30.57,16.73,31.76,39.49,22.98,12.63,0,100.72,2.77,248.25,4.54,249.5,NO
2003,4,10,30.71,20.08,31.81,39.16,23.66,14.89,0,100.78,4.39,211.31,6.38,212.31,NO
2003,4,11,30.92,20.64,32.15,39.63,24.3,15.62,0,100.8,4.2,207.88,6.01,209.31,NO
2003,4,12,31.62,20.92,32.51,40.58,25.29,16.17,0,100.56,5.38,209.12,7.45,210.62,NO
2003,4,13,31.69,21.07,32.83,40.83,24.9,16.3,0.01,100.44,5.09,208.88,6.86,210.56,YES
2003,4,14,31.75,23.08,33.15,39.72,26.5,17.82,0.34,100.6,4.63,191.94,6.11,193.12,YES
2003,4,15,32.61,21.42,34.55,41.48,25.53,16.24,0.26,100.58,3.05,193.94,4.34,196.94,YES
2003,4,16,31.9,21.94,33.4,40.07,25.97,16.6,2.84,100.67,5.12,187.12,6.65,188.12,YES
2003,4,17,31.96,23.31,33.33,40.19,26.21,18.13,4.21,100.52,4.87,193.56,6.41,195.31,YES
2003,4,18,32.44,23.51,34.48,40.34,26.43,18.31,0.29,100.46,3.52,170.25,4.66,170.75,YES
2003,4,19,32.03,23.4,33.7,39.76,26.24,18.19,0.47,100.34,5.06,183.81,6.49,184.75,YES
2003,4,20,31.7,23.65,33.3,38.89,26.69,18.37,0.43,100.29,5.47,178.19,6.9,179.38,YES
2003,4,21,32.23,23.19,34.2,39.98,26.43,17.88,0.54,100.43,4.27,173.12,5.47,174.44,YES
2003,4,22,32.64,22.57,34.43,40.75,26.21,17.27,0.55,100.57,4.67,189.38,6.07,190.44,YES
2003,4,23,32.3,22.94,34.17,40.07,26.55,17.64,0.14,100.63,4.98,184.69,6.3,185.62,YES
2003,4,24,32.27,22.65,34.24,40.18,26.12,17.33,0,100.59,4.55,175.69,5.73,176.62,NO
2003,4,25,32.55,22.73,34.74,40.26,25.96,17.4,0,100.52,4.01,174.5,5.1,175.5,NO
2003,4,26,33.1,22.09,35.05,41.31,26.46,16.78,0,100.42,5.12,187.62,6.4,188.56,NO
2003,4,27,33.05,21.62,34.56,40.73,27,16.48,0.04,100.3,5.21,183.5,6.66,184.56,YES
